Prefecture,SiteName,SiteAddress,SamplingLocation,MaterialType,Period,Phase,PeriodCode,LabCode,Method,CRA,CRAError,UnroundedCRA,UnroundedCRAError,Delta13C,Delta13CError,Delta13CIRMS,AnalysedBy,Laboratory,PubblicationYear,ReportTitle,Page,Remarks,Reference,Publisher,Latitude,Longitude,labcode_issues,c14_issues,ReferenceCombined,ReferenceFinal,coordinate_issues,PrefectureNameEn,Region,Furigana,SiteType,Romanised,Material,Material_Details
大分,若宮宮ノ前遺跡,大分市,"2次,8トレンチ,040706","土器付着物,煤,口縁外",弥生時代中期～後期,須玖Ⅱ～高三潴式,C,PLD-5071,AMS法,2030,20,NA,NA,-25.96,0.11,-25.5,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-21,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,8トレンチ,040706","土器付着物,煤,口縁外",弥生時代中期～後期,須玖Ⅱ～高三潴式,C,PLD-5072,AMS法,2025,20,NA,NA,-27.31,0.12,-26.4,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-22,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,8トレンチ,040706","土器付着物,吹?,胴外",弥生時代中期～後期初頭,須玖Ⅱ～高三潴式,C,PLD-5073,AMS法,2015,20,NA,NA,-27.77,0.1,-27,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-23,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,北東壁,041028","土器付着物,煤,胴外",弥生時代後期,下大隈式併行,C,PLD-5074,AMS法,1955,20,NA,NA,-27.47,0.11,-26.6,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-24,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,北東壁,041028","土器付着物,吹,胴外",弥生時代後期,下大隈式併行,C,PLD-5075,AMS法,1985,20,NA,NA,-27.05,0.12,-26.6,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-25,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,3トレンチ北M97,041018","土器付着物,煤?,口縁内",弥生時代中期,須玖Ⅱ式,C,PLD-5076,AMS法,2170,25,NA,NA,-27.63,0.11,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-26,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,No87","土器付着物,煤,坏",弥生時代中期,須玖Ⅰ式,C,PLD-5077,AMS法,2155,25,NA,NA,-27.57,0.12,-27,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-27,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,No89","土器付着物,煤,口縁外",弥生時代後期,下大隈式新併行,C,PLD-5078,AMS法,2005,20,NA,NA,-27.09,0.12,-26.1,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-28,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,No89","土器付着物,吹,胴外",弥生時代後期,下大隈式新併行,C,PLD-5079,AMS法,1930,20,NA,NA,-27.01,0.13,-26.7,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-29,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,No95,041015","土器付着物,煤?,口縁外",弥生時代中期〜後期,須玖Ⅱ式,C,PLD-5080,AMS法,2140,25,NA,NA,-26.92,0.11,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-30,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,No77,041015","土器付着物,煤?,胴外上",弥生時代中期〜後期,須玖Ⅰ式,C,PLD-5081,AMS法,2050,25,NA,NA,-26.4,0.18,-26.4,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-31,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,3区Ⅳ層,041001","土器付着物,煤,胴外上",弥生時代中期〜後期,須玖Ⅱ～高三潴式,C,PLD-5082,AMS法,1980,25,NA,NA,-27.5,0.13,-26.8,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-33,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,3区Ⅳ層,041001","土器付着物,吹,胴外上",弥生時代中期〜後期,須玖Ⅱ～高三潴式,C,PLD-5083,AMS法,2110,25,NA,NA,-27.24,0.11,-26.8,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-35,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,東横前黒色粘質土,041025","土器付着物,胴外上",弥生時代中期,城ノ越式,C,PLD-5294,AMS法,2095,20,NA,NA,-26.3,0.13,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-36 (re),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,4区ドングリピット","土器付着物,煤,胴外上",弥生時代中期後半〜末,須玖Ⅰ式,C,PLD-5084,AMS法,2110,25,NA,NA,-26.11,0.11,-26.2,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-37,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,北壁（又鍬状,041018","土器付着物,胴外上",弥生時代後期,高三潴式併行,C,PLD-5085,AMS法,1970,25,NA,NA,-25.82,0.11,-25.9,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-38,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,北壁（又鍬状）,041018","土器付着物,胴外上",弥生時代後期,下大隈式併行,C,PLD-5086,AMS法,2020,25,NA,NA,-26.89,0.12,-26.4,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-39,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,北壁（又鍬状）,041018","土器付着物,口縁外",弥生時代後期,下大隈式,C,PLD-5087,AMS法,2025,25,NA,NA,-26.17,0.11,-25.8,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-40,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,遺物集中区,040721","土器付着物,胴外上",弥生時代中期,城ノ越式,C,PLD-5088,AMS法,1175,20,NA,NA,-25.92,0.12,-26.1,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-41,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,若宮宮ノ前遺跡,大分市,"2次,水路,041007","土器付着物,胴外上",弥生時代中期,須玖Ⅰ～Ⅱ式,C,PLD-5089,AMS法,2140,20,NA,NA,-27.64,0.12,-27.3,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-42,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.2398805555556,131.609938888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,わかみやみやのまえいせき,Site,Wakamiyamiyanomaeiseki,Other,Organic Residue from Pottery
大分,深町遺跡,大分市大字玉沢,NA,"土器付着物,煤,胴外上",弥生時代中期,下城式（須玖Ⅰ併行）,C,PLD-5090,AMS法,2110,20,NA,NA,-26.94,0.13,-26.2,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-43,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.1895611111111,131.583538888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,ふかまちいせき,Site,Fukamachiiseki,Other,Organic Residue from Pottery
大分,深町遺跡,大分市大字玉沢,NA,"土器付着物,焦,底部内面",弥生時代前期～中期,板付Ⅱc～城ノ越式,C,PLD-5091,AMS法,2175,20,NA,NA,-14.1,0.15,-12.7,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-44,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,33.1895611111111,131.583538888889,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,ふかまちいせき,Site,Fukamachiiseki,Other,Organic Residue from Pottery
大分,政所遺跡,直入郡萩町,NA,"土器付着物,煤,口縁外",弥生時代後期,下大隈～西新式,C,PLD-5092,AMS法,1845,20,NA,NA,-24.96,0.1,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-46,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,32.9245805555556,131.296311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,まんどころいせき,Site,Mandokoroiseki,Other,Organic Residue from Pottery
大分,釘野千軒遺跡,直入郡萩町,KGN-F-17-1-15,"土器付着物,煤,胴外",弥生時代早期,下黒野式,C,PLD-5093,AMS法,3810,20,NA,NA,-26.09,0.11,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-49測定不調,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,32.9245805555556,131.296311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,くぎのせんげんいせき,Site,Kuginosengeniseki,Other,Organic Residue from Pottery
大分,釘野千軒遺跡,直入郡萩町,KGN大型トレンチ,"土器付着物,煤,胴外",縄文時代後期,NA,B,PLD-5094,AMS法,3280,20,NA,NA,-26.06,0.12,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-50,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,32.9245805555556,131.296311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,くぎのせんげんいせき,Site,Kuginosengeniseki,Other,Organic Residue from Pottery
大分,釘野千軒遺跡,直入郡萩町,G-18-120,"土器付着物,煤,胴外",縄文時代後期,NA,B,PLD-5095,AMS法,3395,20,NA,NA,-26.19,0.12,NA,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-51,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,32.9245805555556,131.296311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,くぎのせんげんいせき,Site,Kuginosengeniseki,Other,Organic Residue from Pottery
大分,釘野千軒遺跡,直入郡萩町,KGS-,"土器付着物,煤,口縁外",縄文時代後期中頃,西平式,B,PLD-5295,AMS法,3305,20,NA,NA,-24.87,0.18,-25.8,学術創成研究グループ,パレオ・ラボ,2009,地域別測定データ,139-524,OIFJ-52 (re),弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館,32.9245805555556,131.296311111111,NA,NA,"国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)","国立歴史民俗博物館, 2009, 弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書, (pp.139-524)",NA,Oita,Kyushu,くぎのせんげんいせき,Site,Kuginosengeniseki,Other,Organic Residue from Pottery
