"site","reference","retrievedRef","nabunkenURL","DOI","toCheck"
"大洞貝塚","大洞貝塚範囲確認調査報告書","大船渡市教育委員会 2000 『岩手県大船渡市　大洞貝塚　範囲確認調査報告書』大船渡市教育委員会","https://sitereports.nabunken.go.jp/52065",NA,TRUE
"大日向Ⅱ遺跡","軽米町文化財調査報告書第24集　大日向Ⅱ遺跡発掘調査報告書(第15次･第16次調査)",NA,NA,NA,TRUE
"大畑Ⅲ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第606集　大畑Ⅲ遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2013 『岩手県文化振興事業団埋蔵文化財調査報告書606：大畑Ⅲ遺跡発掘調査報告書』国土交通省東北地方整備局岩手河川国道事務所他","https://sitereports.nabunken.go.jp/16247","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2013 『岩手県文化振興事業団埋蔵文化財調査報告書606：大畑Ⅲ遺跡発掘調査報告書』国土交通省東北地方整備局岩手河川国道事務所他",TRUE
"大平野Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第576集　大平野Ⅱ遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2012 『岩手県文化振興事業団埋蔵文化財調査報告書593：大平野Ⅱ遺跡発掘調査報告書』公益財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12407","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2012 『岩手県文化振興事業団埋蔵文化財調査報告書593：大平野Ⅱ遺跡発掘調査報告書』公益財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"大平野Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第609集　大平野Ⅱ遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2013 『岩手県文化振興事業団埋蔵文化財調査報告書609：大平野Ⅱ遺跡発掘調査報告書』国土交通省東北地方整備局胆沢ダム工事事務所他","https://sitereports.nabunken.go.jp/16251","http://doi.org/10.24484/sitereports.16251",TRUE
"沢田Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第342集　沢田Ⅰ遺跡発掘調査報告書",NA,NA,NA,TRUE
"沢田遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第626集　沢田遺跡発掘調査報告書",NA,NA,NA,TRUE
"丹内Ⅰ遺跡","岩手県立博物館調査研究報告書第13冊　九戸郡山形村丹内Ⅰ遺跡発掘調査報告書",NA,NA,NA,TRUE
"鍛冶沢遺跡","鍛冶沢遺跡　平成24年度緊急発掘調査報告書","大船渡市教育委員会 2015 『岩手県大船渡市鍛冶沢遺跡平成24年度緊急発掘調査報告書』大船渡市教育委員会","https://sitereports.nabunken.go.jp/52750",NA,TRUE
"中村城跡","岩手県文化振興事業団埋蔵文化財調査報告書第560集　中村城跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2010 『岩手県文化振興事業団埋蔵文化財調査報告書560：中村城跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12999","財団法人岩手県文化振興事業団埋蔵文化財センター 2010 『岩手県文化振興事業団埋蔵文化財調査報告書560：中村城跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"中沢浜貝塚","陸前高田市文化財調査報告書第20集　中沢浜貝塚1997-遺構･土器･土製品･石器編-(陸前高田市内遺跡発掘調査報告書1)",NA,NA,NA,TRUE
"中田遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第478集　中田遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2006 『岩手県文化振興事業団埋蔵文化財調査報告書478：中田遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12480","財団法人岩手県文化振興事業団埋蔵文化財センター 2006 『岩手県文化振興事業団埋蔵文化財調査報告書478：中田遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"中嶋遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第547集　中嶋遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2010 『岩手県文化振興事業団埋蔵文化財調査報告書547：中嶋遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12347","財団法人岩手県文化振興事業団埋蔵文化財センター 2010 『岩手県文化振興事業団埋蔵文化財調査報告書547：中嶋遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"中半入遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第443集　中半入遺跡第2次発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2004 『岩手県文化振興事業団埋蔵文化財調査報告書443：中半入遺跡第２次発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12428","財団法人岩手県文化振興事業団埋蔵文化財センター 2004 『岩手県文化振興事業団埋蔵文化財調査報告書443：中半入遺跡第２次発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"中平遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第602集　中平遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2012 『岩手県文化振興事業団埋蔵文化財調査報告書602：中平遺跡発掘調査報告書』野田村他","https://sitereports.nabunken.go.jp/16242","http://doi.org/10.24484/sitereports.16242",TRUE
"中平遺跡","野田村埋蔵文化財発掘調査報告書第1集　中平遺跡発掘調査報告書-143地点-",NA,NA,NA,TRUE
"中野遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第636集　中野遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『紀要第35号』公益財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/23012","http://doi.org/10.24484/sitereports.23012",TRUE
"張山遺跡","遠野市埋蔵文化財調査報告書第8集　張山遺跡",NA,NA,NA,TRUE
"長者屋敷遺跡","岩手県埋文センター文化財調査報告書第77集　長者屋敷遺跡発掘調査報告書(Ⅲ)(遺物編-本文0",NA,NA,NA,TRUE
"長倉Ⅳ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第231集　長倉Ⅳ遺跡･長倉Ⅴ遺跡発掘調査報告書",NA,NA,NA,TRUE
"長谷堂貝塚","岩手県文化振興事業団埋蔵文化財調査報告書第434集　長谷堂貝塚発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2020 『岩手県文化振興事業団埋蔵文化財調査報告書719：長谷堂貝塚発掘調査報告書』大船渡市他","https://sitereports.nabunken.go.jp/70358","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2020 『岩手県文化振興事業団埋蔵文化財調査報告書719：長谷堂貝塚発掘調査報告書』大船渡市他",TRUE
"鳥海柵跡","金ヶ崎町文化財調査報告書第70集　鳥海柵跡　平成22･23年度(第18･19次)発掘調査報告書",NA,NA,NA,TRUE
"津軽石大森遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第641集　津軽石大森遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書641：津軽石大森遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他","https://sitereports.nabunken.go.jp/16298","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書641：津軽石大森遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他",TRUE
"塚野Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第199集　塚野Ⅰ･塚野Ⅱ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2001 『岩手県文化振興事業団埋蔵文化財調査報告書351：清水ケ野遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/1559","http://doi.org/10.24484/sitereports.1559",TRUE
"鶴飼遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第605集　鶴飼遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2013 『岩手県文化振興事業団埋蔵文化財調査報告書605：鶴飼遺跡発掘調査報告書』国土交通省東北地方整備局岩手河川国道事務所他","https://sitereports.nabunken.go.jp/16246","http://doi.org/10.24484/sitereports.16246",TRUE
"堤遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第615集　堤遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2013 『岩手県文化振興事業団埋蔵文化財調査報告書615：堤遺跡発掘調査報告書』岩手県県南広域振興局農政部農村整備室他","https://sitereports.nabunken.go.jp/16256","http://doi.org/10.24484/sitereports.16256",TRUE
"泥這遺跡","葛巻町文化財報告書第3集　泥這遺跡","財団法人岩手県文化振興事業団埋蔵文化財センター 2001 『岩手県文化振興事業団埋蔵文化財調査報告書350：市部内遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/1192","http://doi.org/10.24484/sitereports.1192",TRUE
"田の浜館跡","岩手県文化振興事業団埋蔵文化財調査報告書第639集　田の浜館跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2018 『岩手県文化振興事業団埋蔵文化財調査報告書679：浜川目沢田Ⅱ遺跡発掘調査報告書』岩手県沿岸広域振興局土木部宮古土木センター他","https://sitereports.nabunken.go.jp/21805","http://doi.org/10.24484/sitereports.21805",TRUE
"田光遺跡","花巻市東和町内遺跡発掘調査報告書　倉沢10区Ⅰ遺跡･田光遺跡･押蕪遺跡･長森遺跡",NA,NA,NA,TRUE
"田高Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第613集　田高Ⅱ遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2013 『岩手県文化振興事業団埋蔵文化財調査報告書613：田高Ⅱ遺跡発掘調査報告書』岩手県県南広域振興局農政部農村整備室他","https://sitereports.nabunken.go.jp/16262","http://doi.org/10.24484/sitereports.16262",TRUE
"田代遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第566集　田代遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2010 『岩手県文化振興事業団埋蔵文化財調査報告書566：田代遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12458","財団法人岩手県文化振興事業団埋蔵文化財センター 2010 『岩手県文化振興事業団埋蔵文化財調査報告書566：田代遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"島越Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第645集　島越Ⅱ遺跡･島越ⅩⅣ遺跡･菅窪遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書645：島越Ⅱ遺跡・島越ⅩⅣ遺跡・菅窪遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他","https://sitereports.nabunken.go.jp/16305","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書645：島越Ⅱ遺跡・島越ⅩⅣ遺跡・菅窪遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他",TRUE
"島越ⅩⅣ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第645集　島越Ⅱ遺跡･島越ⅩⅣ遺跡･菅窪遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書645：島越Ⅱ遺跡・島越ⅩⅣ遺跡・菅窪遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他","https://sitereports.nabunken.go.jp/16305","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書645：島越Ⅱ遺跡・島越ⅩⅣ遺跡・菅窪遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他",TRUE
"菅窪遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第645集　島越Ⅱ遺跡･島越ⅩⅣ遺跡･菅窪遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書645：島越Ⅱ遺跡・島越ⅩⅣ遺跡・菅窪遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他","https://sitereports.nabunken.go.jp/16305","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2015 『岩手県文化振興事業団埋蔵文化財調査報告書645：島越Ⅱ遺跡・島越ⅩⅣ遺跡・菅窪遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他",TRUE
"島岡Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第407集　島岡Ⅱ遺跡発掘調査報告書",NA,NA,NA,TRUE
"卯遠坂遺跡","岩手県文化財調査報告書第31集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅰ",NA,NA,NA,TRUE
"下羽場遺跡","岩手県文化財調査報告書第32集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅱ",NA,NA,NA,TRUE
"上平沢新田遺跡","岩手県文化財調査報告書第52集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅲ",NA,NA,NA,TRUE
"大明神遺跡","岩手県文化財調査報告書第52集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅲ",NA,NA,NA,TRUE
"柳田館遺跡","岩手県文化財調査報告書第53集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅳ(柳田館遺跡)",NA,NA,NA,TRUE
"東裏遺跡","岩手県文化財調査報告書第55集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅵ(一関地区東裏遺跡)","岩手県教育委員会文化課 1980 『岩手県文化財調査報告書55：東北縦貫自動車道関係埋蔵文化財調査報告書VI』岩手県教育委員会文化課","https://sitereports.nabunken.go.jp/52805","岩手県教育委員会文化課 1980 『岩手県文化財調査報告書55：東北縦貫自動車道関係埋蔵文化財調査報告書VI』岩手県教育委員会文化課",TRUE
"今泉遺跡","岩手県文化財調査報告書第60集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅺ",NA,NA,NA,TRUE
"栗田Ⅰ･Ⅱ遺跡","岩手県文化財調査報告書第69集　東北縦貫自動車道関係埋蔵文化財調査報告書ⅩⅣ","岩手県教育委員会文化課 1982 『岩手県文化財調査報告書69：東北縦貫自動車道関係埋蔵文化財調査報告書XIV』岩手県教育委員会文化課","https://sitereports.nabunken.go.jp/52690","http://doi.org/10.24484/sitereports.52690",TRUE
"成沢遺跡","岩手県文化財調査報告書第72集　東北縦貫自動車道関係埋蔵文化財調査報告書ⅩⅦ(北上地区)",NA,NA,NA,TRUE
"杉ノ上Ⅰ遺跡","岩手県文化財調査報告書第35集　東北新幹線関係埋蔵文化財調査報告書Ⅲ",NA,NA,NA,TRUE
"湯の沢Ⅲ遺跡","岩手県埋文センター文化財調査報告書第79集　湯の沢Ⅲ･繋沢Ⅱ･石神Ⅱ遺跡発掘調査報告書",NA,NA,NA,TRUE
"湯舟沢遺跡","滝沢村教育委員会文化財調査報告書第2集　湯舟沢遺跡(第2分冊)",NA,NA,NA,TRUE
"道上遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第544集　道上遺跡第3次･合野遺跡･小林繁長遺跡発掘調査報告書",NA,NA,NA,TRUE
"道地Ⅲ遺跡","岩手県埋文センター文化財調査報告書第64集　道地Ⅱ遺跡･道地Ⅲ遺跡発掘調査報告書",NA,NA,NA,TRUE
"峠山牧場Ⅰ遺跡A地区","岩手県文化振興事業団埋蔵文化財調査報告書第291集　峠山牧場Ⅰ遺跡A地区発掘調査報告書(第1分冊)",NA,NA,NA,TRUE
"峠山牧場Ⅰ遺跡B地区","岩手県文化振興事業団埋蔵文化財調査報告書第233集　峠山牧場Ⅰ遺跡B地区範囲確認調査報告書","財団法人山形県埋蔵文化財センター 2012 『山形県埋蔵文化財センター調査報告書197：川内袋遺跡発掘調査報告書』財団法人山形県埋蔵文化財センター","https://sitereports.nabunken.go.jp/6191","http://doi.org/10.24484/sitereports.6191",TRUE
"栃洞遺跡","遠野市埋蔵文化財調査報告書第4集　栃洞遺跡第3次･夫婦石袖高野遺跡第2次発掘調査報告書",NA,NA,NA,TRUE
"栃洞遺跡","遠野市埋蔵文化財報告書第15集　栃洞遺跡",NA,NA,NA,TRUE
"栃内野崎遺跡","遠野市埋蔵文化財調査報告書第11集　栃内野崎遺跡発掘調査報告書",NA,NA,NA,TRUE
"南日詰小路口Ⅰ･Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第584集　南日詰小路口Ⅰ･Ⅱ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2011 『岩手県文化振興事業団埋蔵文化財調査報告書584：南日詰小路口Ⅰ・Ⅱ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12547","http://doi.org/10.24484/sitereports.12547",TRUE
"南部工業団地内遺跡","北上市埋蔵文化財調査報告第27集　南部工業団地内遺跡Ⅲ",NA,NA,NA,TRUE
"二の台長根遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第476集　二の台長根遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2006 『岩手県文化振興事業団埋蔵文化財調査報告書476：二の台長根遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12507","財団法人岩手県文化振興事業団埋蔵文化財センター 2006 『岩手県文化振興事業団埋蔵文化財調査報告書476：二の台長根遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"二本木遺跡","奥州市埋蔵文化財調査センター調査報告書第12集　清水下遺跡　二本木遺跡",NA,NA,NA,TRUE
"二又遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第623集　二又遺跡第11･12次発掘調査報告書",NA,NA,NA,TRUE
"年呂部Ⅱ遺跡","田野畑村文化財調査報告書第21集　和野Ⅰ遺跡･年呂部Ⅱ遺跡発掘調査報告書",NA,NA,NA,TRUE
"馬場野Ⅰ遺跡","岩手県埋文センター文化財調査報告書第68集　馬場野Ⅰ遺跡発掘調査報告書",NA,NA,NA,TRUE
"梅の木沢遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第460集　梅の木沢遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2004 『岩手県文化振興事業団埋蔵文化財調査報告書460：梅の木沢遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12461","財団法人岩手県文化振興事業団埋蔵文化財センター 2004 『岩手県文化振興事業団埋蔵文化財調査報告書460：梅の木沢遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"伯済寺遺跡","奥州市埋蔵文化財調査報告書第1集　水沢遺跡群範囲確認調査-平成17年度発掘調査概報-",NA,NA,NA,TRUE
"伯済寺遺跡","奥州市埋蔵文化財調査報告書第6集　伯済寺遺跡発掘調査報告書　第11〜13次調査及び総括編",NA,NA,NA,TRUE
"柏山館跡","岩手県文化振興事業団埋蔵文化財調査報告書第242集　柏山館跡発掘調査報告書",NA,NA,NA,TRUE
"麦生Ⅸ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第274集　麦生Ⅲ･Ⅸ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2009 『岩手県文化振興事業団埋蔵文化財調査報告書536：本波Ⅷ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12681","http://doi.org/10.24484/sitereports.12681",TRUE
"古城林遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第627集　八反町･古城林遺跡発掘調査報告書",NA,NA,NA,TRUE
"八反町遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第610集　八反町遺跡･中畑城跡発掘調査報告書",NA,NA,NA,TRUE
"中畑城跡","岩手県文化振興事業団埋蔵文化財調査報告書第610集　八反町遺跡･中畑城跡発掘調査報告書",NA,NA,NA,TRUE
"八木沢Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第528集　八木沢Ⅱ遺跡･八木沢ラントノ沢Ⅰ遺跡発掘調査報告書",NA,NA,NA,TRUE
"八木沢Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第551集　八木沢Ⅱ遺跡第2次･八木沢ラントノ沢Ⅱ遺跡発掘調査報告書",NA,NA,NA,TRUE
"八木沢ラントノ沢Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第551集　八木沢Ⅱ遺跡第2次･八木沢ラントノ沢Ⅱ遺跡発掘調査報告書",NA,NA,NA,TRUE
"八木沢駒込Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第575集　八木沢駒込Ⅱ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2011 『岩手県文化振興事業団埋蔵文化財調査報告書575：八木沢駒込Ⅱ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12939","http://doi.org/10.24484/sitereports.12939",TRUE
"八木沢駒込Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第574集　八木沢駒込Ⅰ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2011 『岩手県文化振興事業団埋蔵文化財調査報告書574：八木沢駒込Ⅰ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/13082","財団法人岩手県文化振興事業団埋蔵文化財センター 2011 『岩手県文化振興事業団埋蔵文化財調査報告書574：八木沢駒込Ⅰ遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"八木沢野来遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第573集　八木沢野来遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2011 『岩手県文化振興事業団埋蔵文化財調査報告書573：八木沢野来遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12883","財団法人岩手県文化振興事業団埋蔵文化財センター 2011 『岩手県文化振興事業団埋蔵文化財調査報告書573：八木沢野来遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター",TRUE
"八木沢野来遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第511集　賽の神Ⅱ遺跡･賽の神遺跡･下大谷地Ⅰ遺跡･八木沢野来遺跡第1次発掘調査報告書",NA,NA,NA,TRUE
"賽の神遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第511集　賽の神Ⅱ遺跡･賽の神遺跡･下大谷地Ⅰ遺跡･八木沢野来遺跡第1次発掘調査報告書",NA,NA,NA,TRUE
"板橋Ⅲ遺跡","雫石町埋蔵文化財調査報告書第11集　板橋Ⅲ遺跡発掘調査報告書","財団法人岩手県文化振興事業団埋蔵文化財センター 2011 『岩手県文化振興事業団埋蔵文化財調査報告書587：水尻遺跡・四反田Ⅰ遺跡・四反田Ⅱ遺跡・古城方八丁遺跡発掘調査報告書』財団法人岩手県文化振興事業団埋蔵文化財センター","https://sitereports.nabunken.go.jp/12731","http://doi.org/10.24484/sitereports.12731",TRUE
"板子屋敷3遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第537集　板子屋敷3遺跡発掘調査報告書",NA,NA,NA,TRUE
"板倉遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第258集　板倉遺跡発掘調査報告書",NA,NA,NA,TRUE
"館岡Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第653集　館岡Ⅱ遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『岩手県文化振興事業団埋蔵文化財調査報告書653：館岡Ⅱ遺跡発掘調査報告書』国土交通省東北地方整備局岩手河川国道事務所他","https://sitereports.nabunken.go.jp/16426","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『岩手県文化振興事業団埋蔵文化財調査報告書653：館岡Ⅱ遺跡発掘調査報告書』国土交通省東北地方整備局岩手河川国道事務所他",TRUE
"彼岸田遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第612集　彼岸田遺跡発掘調査報告書",NA,NA,NA,TRUE
"飛鳥台地Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第120集　飛鳥台地Ⅰ遺跡発掘調査報告書　分冊1(本文･挿図･表)",NA,NA,NA,TRUE
"尾肝要Ⅰ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第592集　尾肝要Ⅰ遺跡･姫松Ⅰ･Ⅱ遺跡発掘調査報告書",NA,NA,NA,TRUE
"姫松Ⅰ･Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第592集　尾肝要Ⅰ遺跡･姫松Ⅰ･Ⅱ遺跡発掘調査報告書",NA,NA,NA,TRUE
"鼻館跡","岩手県文化振興事業団埋蔵文化財調査報告書第171集　鼻館跡発掘調査報告書",NA,NA,NA,TRUE
"浜岩泉Ⅲ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第655集　浜岩泉Ⅲ遺跡発掘調査報告書","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『岩手県文化振興事業団埋蔵文化財調査報告書655：浜岩泉Ⅲ遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他","https://sitereports.nabunken.go.jp/16428","公益財団法人岩手県文化振興事業団埋蔵文化財センター 2016 『岩手県文化振興事業団埋蔵文化財調査報告書655：浜岩泉Ⅲ遺跡発掘調査報告書』国土交通省東北地方整備局三陸国道事務所他",TRUE
"払川Ⅱ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第643集　払川Ⅱ遺跡･払川Ⅲ遺跡発掘調査報告書",NA,NA,NA,TRUE
"払川Ⅲ遺跡","岩手県文化振興事業団埋蔵文化財調査報告書第643集　払川Ⅱ遺跡･払川Ⅲ遺跡発掘調査報告書",NA,NA,NA,TRUE
"花立Ⅰ遺跡","平泉町文化財調査報告書第110集　平泉遺跡群発掘調査報告書",NA,NA,NA,TRUE
"花立Ⅰ遺跡","平泉町文化財調査報告書第114集　平泉遺跡群発掘調査報告書",NA,NA,NA,TRUE
"中尊寺跡","平泉町文化財調査報告書第118集　平泉遺跡群発掘調査報告書",NA,NA,NA,TRUE
"中尊寺跡","平泉町文化財調査報告書第120集　平泉遺跡群発掘調査報告書",NA,NA,NA,TRUE
"平田遺跡","釜石市埋蔵文化財調査報告書第27集　平田遺跡発掘調査報告書",NA,NA,NA,TRUE
"平内Ⅱ遺跡","洋野町埋蔵文化財調査報告書第1集　平内Ⅱ遺跡発掘調査報告書","洋野町教育委員会 2019 『洋野町埋蔵文化財調査報告書4：西平内I遺跡ハンドボーリング調査報告書』洋野町教育委員会","https://sitereports.nabunken.go.jp/36140","洋野町教育委員会 2019 『洋野町埋蔵文化財調査報告書4：西平内I遺跡ハンドボーリング調査報告書』洋野町教育委員会",TRUE
"平内Ⅱ遺跡","洋野町埋蔵文化財調査報告書第2集　平内Ⅱ遺跡発掘調査報告書","洋野町教育委員会 2019 『洋野町埋蔵文化財調査報告書4：西平内I遺跡ハンドボーリング調査報告書』洋野町教育委員会","https://sitereports.nabunken.go.jp/36140","洋野町教育委員会 2019 『洋野町埋蔵文化財調査報告書4：西平内I遺跡ハンドボーリング調査報告書』洋野町教育委員会",TRUE
