MaterialTypeUniqueID,Material_Classification,Material_Details_JPN,inconsistent,Materials_Details_EN,Materials_Detail_Identification_EN,Materials_Detail_Other_EN,Materials_Detail_Notes_EN
432,Organic Residue from Pottery,土器付着炭化物（深鉢 口縁部外面）,0,carbonized from pottery material rim exterior residue outer neck,,carbonized from pottery material rim exterior residue outer neck,
433,Organic Residue from Pottery,土器付着炭化物（深鉢 胴部外面）,0,carbonized from pottery material exterior residue body outer neck,,carbonized from pottery material exterior residue body outer neck,
434,Organic Residue from Pottery,土器付着炭化物（深鉢・胴部内面）,0,carbonized from pottery material interior residue body,,carbonized from pottery material interior residue body,
435,Organic Residue from Pottery,土器付着炭化物（深鉢・胴部外面）,0,carbonized from pottery material exterior residue body outer neck,,carbonized from pottery material exterior residue body outer neck,
436,Organic Residue from Pottery,土器付着炭化物（深鉢口縁内）,0,carbonized from pottery material rim residue inside of,,carbonized from pottery material rim residue inside of,
437,Organic Residue from Pottery,土器付着炭化物（深鉢口縁外）,0,carbonized from pottery material rim outside edge residue,,carbonized from pottery material rim outside edge residue,
438,Organic Residue from Pottery,土器付着炭化物（深鉢口縁部外面）,0,carbonized from pottery material rim exterior residue outer neck,,carbonized from pottery material rim exterior residue outer neck,
439,Organic Residue from Pottery,土器付着炭化物（深鉢外面口縁部）,0,carbonized from pottery material rim exterior residue,,carbonized from pottery material rim exterior residue,
440,Organic Residue from Pottery,土器付着炭化物（深鉢底内）,0,carbonized from pottery material residue in bottom,,carbonized from pottery material residue in bottom,
441,Organic Residue from Pottery,土器付着炭化物（深鉢胴内）,0,carbonized from pottery material residue inside fabric?,,carbonized from pottery material residue inside fabric?,
442,Organic Residue from Pottery,土器付着炭化物（深鉢胴外）,0,carbonized from pottery material residue outside,,carbonized from pottery material residue outside,
443,Organic Residue from Pottery,土器付着炭化物（深鉢胴外口縁部）,0,carbonized from pottery material rim residue outside,,carbonized from pottery material rim residue outside,
444,Organic Residue from Pottery,土器付着炭化物（深鉢胴部外面）,0,carbonized from pottery material exterior residue body outer neck,,carbonized from pottery material exterior residue body outer neck,
445,Organic Residue from Pottery,土器付着炭化物(焦),0,carbonized from pottery material residue,,carbonized from pottery material residue,
446,Organic Residue from Pottery,土器付着炭化物(煤),0,carbonized from pottery material soot residue,,carbonized from pottery material soot residue,
447,Organic Residue from Pottery,土器付着炭化物(煤類),0,carbonized from pottery material soot residue,,carbonized from pottery material soot residue,
448,Organic Residue from Pottery,土器付着炭化物（胴下部～底部内面）,0,carbonized from pottery material interior residue bottom lower,,carbonized from pottery material interior residue bottom lower,
449,Organic Residue from Pottery,土器付着炭化物（胴外）,0,carbonized from pottery material residue outside,,carbonized from pottery material residue outside,
450,Organic Residue from Pottery,土器付着炭化物（胴部内面）,0,carbonized from pottery material interior residue body,,carbonized from pottery material interior residue body,
451,Organic Residue from Pottery,土器付着炭化物（胴部外面）,0,carbonized from pottery material exterior residue body outer neck,,carbonized from pottery material exterior residue body outer neck,
452,Organic Residue from Pottery,土器付着炭化物（貝殻文尖底 口縁部外面）,0,carbonized from pottery material shell rim exterior residue outer neck,,carbonized from pottery material shell rim exterior residue outer neck,
453,Organic Residue from Pottery,土器付着炭化物（貝殻文平底 口縁部外面）,0,carbonized from pottery material shell rim exterior residue outer neck,,carbonized from pottery material shell rim exterior residue outer neck,
454,Organic Residue from Pottery,土器付着炭化物深鉢（口縁内）,0,carbonized from pottery material rim residue inside of,,carbonized from pottery material rim residue inside of,
455,Organic Residue from Pottery,土器付着煤,0,from pottery soot residue,,from pottery soot residue,
456,Organic Residue from Pottery,土器付着煤状炭化物,0,carbonized from pottery material soot residue,,carbonized from pottery material soot residue,
457,Organic Residue from Pottery,土器付着物,1,from pottery residue,,from pottery residue,
458,Organic Residue from Pottery,土器付着物 口縁内,0,from pottery rim residue inside of,,from pottery rim residue inside of,
459,Organic Residue from Pottery,土器付着物 口縁外,0,from pottery rim outside edge residue,,from pottery rim outside edge residue,
460,Organic Residue from Pottery,"土器付着物 口縁外,胴内",0,from pottery rim outside edge residue inside fabric?,,from pottery rim outside edge residue inside fabric?,
461,Organic Residue from Pottery,"土器付着物 口縁外,胴外",0,from pottery rim outside edge residue outside,,from pottery rim outside edge residue outside,
462,Organic Residue from Pottery,土器付着物 有機物(胎土混じり),0,from pottery organic matter residue,,from pottery organic matter residue,
463,Organic Residue from Pottery,土器付着物 樹脂?,0,from pottery residue resin?,,from pottery residue resin?,
466,Organic Residue from Pottery,土器付着物 炭化物,0,carbonized from pottery material residue,,carbonized from pottery material residue,
467,Organic Residue from Pottery,土器付着物 胴内,0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
468,Organic Residue from Pottery,土器付着物 胴外,0,from pottery residue outside,,from pottery residue outside,
469,Organic Residue from Pottery,土器付着物・内面(おこげ),0,from pottery interior residue okage,okage,from pottery interior residue,
470,Organic Residue from Pottery,土器付着物･内面(おこげ),0,from pottery interior residue okage,okage,from pottery interior residue,
471,Organic Residue from Pottery,土器付着物･内面（おこげ）,0,from pottery interior residue okage,okage,from pottery interior residue,
473,Organic Residue from Pottery,土器付着物・外面,0,from pottery exterior residue,,from pottery exterior residue,
474,Organic Residue from Pottery,土器付着物･外面(ふきこぼれ),0,from pottery exterior residue,,from pottery exterior residue,
475,Organic Residue from Pottery,"土器付着物,",0,from pottery residue,,from pottery residue,
476,Organic Residue from Pottery,"土器付着物,コメ,胴外上",0,from pottery residue outside rice (Oryza sativa),rice (Oryza sativa),from pottery residue outside,
477,Organic Residue from Pottery,"土器付着物,ドングリ,底部内面",0,from pottery interior residue bottom oak (Quercus),oak (Quercus),from pottery interior residue bottom,
478,Organic Residue from Pottery,"土器付着物,上位・外面",0,from pottery exterior residue upper,,from pottery exterior residue upper,
479,Organic Residue from Pottery,"土器付着物,不明,",0,unknown from pottery residue,,unknown from pottery residue,
480,Organic Residue from Pottery,"土器付着物,不明,不明",0,unknown from pottery residue,,unknown from pottery residue,
481,Organic Residue from Pottery,"土器付着物,内面",0,from pottery interior residue,,from pottery interior residue,
482,Organic Residue from Pottery,"土器付着物,口縁下",0,from pottery rim residue,,from pottery rim residue,
483,Organic Residue from Pottery,"土器付着物,口縁下外面",0,from pottery rim exterior residue,,from pottery rim exterior residue,
484,Organic Residue from Pottery,"土器付着物,口縁内",0,from pottery rim residue inside of,,from pottery rim residue inside of,
485,Organic Residue from Pottery,"土器付着物,口縁内下",0,from pottery rim residue inside of,,from pottery rim residue inside of,
486,Organic Residue from Pottery,"土器付着物,口縁外",0,from pottery rim outside edge residue,,from pottery rim outside edge residue,
487,Organic Residue from Pottery,"土器付着物,口縁外・胴外",0,from pottery rim outside edge residue outside,,from pottery rim outside edge residue outside,
488,Organic Residue from Pottery,"土器付着物,口縁外上",0,from pottery rim outside edge residue,,from pottery rim outside edge residue,
489,Organic Residue from Pottery,"土器付着物,口縁外下",0,from pottery rim outside edge residue,,from pottery rim outside edge residue,
490,Organic Residue from Pottery,"土器付着物,口縁外面",0,from pottery rim exterior outside edge residue,,from pottery rim exterior outside edge residue,
491,Organic Residue from Pottery,"土器付着物,口縁突帯下部",0,from pottery rim residue lower,,from pottery rim residue lower,
492,Organic Residue from Pottery,"土器付着物,口縁部・内面",0,from pottery rim interior residue,,from pottery rim interior residue,
493,Organic Residue from Pottery,"土器付着物,口縁部・外面",0,from pottery rim exterior residue,,from pottery rim exterior residue,
494,Organic Residue from Pottery,"土器付着物,口縁部下外面（口外）",0,from pottery rim exterior residue outside rim,,from pottery rim exterior residue outside rim,
495,Organic Residue from Pottery,"土器付着物,口縁部下面・外面",0,from pottery rim exterior residue,,from pottery rim exterior residue,
496,Organic Residue from Pottery,"土器付着物,口縁部内面",0,from pottery rim interior residue,,from pottery rim interior residue,
497,Organic Residue from Pottery,"土器付着物,口縁部外面",0,from pottery rim exterior residue outer neck,,from pottery rim exterior residue outer neck,
498,Organic Residue from Pottery,"土器付着物,口胴外",0,from pottery residue outside,,from pottery residue outside,
499,Organic Residue from Pottery,"土器付着物,吹,",0,from pottery residue,,from pottery residue,
500,Organic Residue from Pottery,"土器付着物,吹,口縁外",0,from pottery rim outside edge residue,,from pottery rim outside edge residue,
501,Organic Residue from Pottery,"土器付着物,吹,口縁外・胴外",0,from pottery rim outside edge residue outside,,from pottery rim outside edge residue outside,
502,Organic Residue from Pottery,"土器付着物,吹,口縁外・胴外上",0,from pottery rim outside edge residue outside,,from pottery rim outside edge residue outside,
503,Organic Residue from Pottery,"土器付着物,吹,口縁外・胴外下",0,from pottery rim outside edge residue outside,,from pottery rim outside edge residue outside,
504,Organic Residue from Pottery,"土器付着物,吹,口縁外上",0,from pottery rim outside edge residue,,from pottery rim outside edge residue,
505,Organic Residue from Pottery,"土器付着物,吹,口縁部外面",0,from pottery rim exterior residue outer neck,,from pottery rim exterior residue outer neck,
506,Organic Residue from Pottery,"土器付着物,吹,口胴外",0,from pottery residue outside,,from pottery residue outside,
507,Organic Residue from Pottery,"土器付着物,吹，煤,胴部中位外面",0,from pottery soot exterior residue body,,from pottery soot exterior residue body,
508,Organic Residue from Pottery,"土器付着物,吹,胴内",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
509,Organic Residue from Pottery,"土器付着物,吹,胴外",0,from pottery residue outside,,from pottery residue outside,
510,Organic Residue from Pottery,"土器付着物,吹,胴外上",0,from pottery residue outside,,from pottery residue outside,
511,Organic Residue from Pottery,"土器付着物,吹,胴外中",0,from pottery residue outside,,from pottery residue outside,
512,Organic Residue from Pottery,"土器付着物,吹,胴部中位外面",0,from pottery exterior residue body,,from pottery exterior residue body,
513,Organic Residue from Pottery,"土器付着物,吹,胴部外面",0,from pottery exterior residue body outer neck,,from pottery exterior residue body outer neck,
514,Organic Residue from Pottery,"土器付着物,吹,身内面",0,from pottery interior residue,,from pottery interior residue,
515,Organic Residue from Pottery,"土器付着物,吹,頸部外面",0,from pottery exterior residue outer neck,,from pottery exterior residue outer neck,
516,Organic Residue from Pottery,"土器付着物,吹?,口縁外・胴外",0,from pottery rim outside edge residue outside,,from pottery rim outside edge residue outside,
517,Organic Residue from Pottery,"土器付着物,吹?,口縁部外面",0,from pottery rim exterior residue outer neck,,from pottery rim exterior residue outer neck,
518,Organic Residue from Pottery,"土器付着物,吹?,胴外",0,from pottery residue outside,,from pottery residue outside,
519,Organic Residue from Pottery,"土器付着物,吹?,胴部最大径下位・外面",0,from pottery exterior residue body lower,,from pottery exterior residue body lower,
520,Organic Residue from Pottery,"土器付着物,坏屈曲部",0,from pottery residue,,from pottery residue,
521,Organic Residue from Pottery,"土器付着物,坏部内面",0,from pottery interior residue,,from pottery interior residue,
522,Organic Residue from Pottery,"土器付着物,埋甕",0,from pottery residue,,from pottery residue,
523,Organic Residue from Pottery,"土器付着物,壺棺スス,胴部上半外面",0,from pottery exterior soot residue body,,from pottery exterior soot residue body,
524,Organic Residue from Pottery,"土器付着物,外面",0,from pottery exterior residue,,from pottery exterior residue,
525,Organic Residue from Pottery,"土器付着物,外面（試料は２点）",0,from pottery exterior residue sample,,from pottery exterior residue sample,
526,Organic Residue from Pottery,"土器付着物,外面付着",0,from pottery exterior residue,,from pottery exterior residue,
527,Organic Residue from Pottery,"土器付着物,屈曲部上位外",0,from pottery residue upper,,from pottery residue upper,
528,Organic Residue from Pottery,"土器付着物,底部下位・外面",0,from pottery exterior residue bottom lower,,from pottery exterior residue bottom lower,
529,Organic Residue from Pottery,"土器付着物,底部内面",0,from pottery interior residue bottom,,from pottery interior residue bottom,
530,Organic Residue from Pottery,"土器付着物,底部外面",0,from pottery exterior residue bottom outer neck,,from pottery exterior residue bottom outer neck,
531,Organic Residue from Pottery,"土器付着物,炭化物,口縁外",0,carbonized from pottery material rim outside edge residue,,carbonized from pottery material rim outside edge residue,
532,Organic Residue from Pottery,"土器付着物,炭化物,口縁外面",0,carbonized from pottery material rim exterior outside edge residue,,carbonized from pottery material rim exterior outside edge residue,
533,Organic Residue from Pottery,"土器付着物,炭化物,底部内面",0,carbonized from pottery material interior residue bottom,,carbonized from pottery material interior residue bottom,
534,Organic Residue from Pottery,"土器付着物,炭化物,胴外",0,carbonized from pottery material residue outside,,carbonized from pottery material residue outside,
535,Organic Residue from Pottery,"土器付着物,炭化物,胴部上位・外面",0,carbonized from pottery material exterior residue body upper,,carbonized from pottery material exterior residue body upper,
536,Organic Residue from Pottery,"土器付着物,炭化物,胴部外面",0,carbonized from pottery material exterior residue body outer neck,,carbonized from pottery material exterior residue body outer neck,
537,Organic Residue from Pottery,"土器付着物,焦,",0,from pottery residue,,from pottery residue,
538,Organic Residue from Pottery,"土器付着物,焦,内面",0,from pottery interior residue,,from pottery interior residue,
539,Organic Residue from Pottery,"土器付着物,焦,口内",0,from pottery residue inside rim,,from pottery residue inside rim,
540,Organic Residue from Pottery,"土器付着物,焦,口内外",0,from pottery residue inside and outside inside rim,,from pottery residue inside and outside inside rim,
541,Organic Residue from Pottery,"土器付着物,焦,口外",0,from pottery residue outside rim,,from pottery residue outside rim,
542,Organic Residue from Pottery,"土器付着物,焦,口縁内",0,from pottery rim residue inside of,,from pottery rim residue inside of,
543,Organic Residue from Pottery,"土器付着物,焦,口縁内・胴内上",0,from pottery rim residue inside of inside fabric?,,from pottery rim residue inside of inside fabric?,
544,Organic Residue from Pottery,"土器付着物,焦,口縁内,胴内",0,from pottery rim residue inside of inside fabric?,,from pottery rim residue inside of inside fabric?,
545,Organic Residue from Pottery,"土器付着物,焦,口縁内，胴内",0,from pottery rim residue inside of inside fabric?,,from pottery rim residue inside of inside fabric?,
546,Organic Residue from Pottery,"土器付着物,焦,口縁内、胴内",0,from pottery rim residue inside of inside fabric?,,from pottery rim residue inside of inside fabric?,
547,Organic Residue from Pottery,"土器付着物,焦,口縁内下，胴内中",0,from pottery rim residue inside of inside fabric?,,from pottery rim residue inside of inside fabric?,
548,Organic Residue from Pottery,"土器付着物,焦,口縁内面",0,from pottery rim interior residue inside of,,from pottery rim interior residue inside of,
549,Organic Residue from Pottery,"土器付着物,焦,口縁外",0,from pottery rim outside edge residue,,from pottery rim outside edge residue,
550,Organic Residue from Pottery,"土器付着物,焦,口縁外・口縁内・胴内",0,from pottery rim outside edge residue inside of inside fabric?,,from pottery rim outside edge residue inside of inside fabric?,
551,Organic Residue from Pottery,"土器付着物,焦,口縁外・胴外",0,from pottery rim outside edge residue outside,,from pottery rim outside edge residue outside,
552,Organic Residue from Pottery,"土器付着物,焦,口縁外，胴内",0,from pottery rim outside edge residue inside fabric?,,from pottery rim outside edge residue inside fabric?,
553,Organic Residue from Pottery,"土器付着物,焦,口胴内",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
554,Organic Residue from Pottery,"土器付着物,焦，吹,胴内外",0,from pottery residue inside fabric? inside and outside,,from pottery residue inside fabric? inside and outside,
555,Organic Residue from Pottery,"土器付着物,焦,底部内面",0,from pottery interior residue bottom,,from pottery interior residue bottom,
556,Organic Residue from Pottery,"土器付着物,焦，煤,胴内，胴外",0,from pottery soot residue inside fabric? outside,,from pottery soot residue inside fabric? outside,
557,Organic Residue from Pottery,"土器付着物,焦,胴下内",0,from pottery residue,,from pottery residue,
558,Organic Residue from Pottery,"土器付着物,焦,胴下内面",0,from pottery interior residue,,from pottery interior residue,
559,Organic Residue from Pottery,"土器付着物,焦,胴下外",0,from pottery residue outside the lower body,,from pottery residue outside the lower body,
560,Organic Residue from Pottery,"土器付着物,焦,胴下部外面",0,from pottery exterior residue lower outer neck,,from pottery exterior residue lower outer neck,
561,Organic Residue from Pottery,"土器付着物,焦,胴内",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
562,Organic Residue from Pottery,"土器付着物,焦,胴内上",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
563,Organic Residue from Pottery,"土器付着物,焦,胴内下",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
564,Organic Residue from Pottery,"土器付着物,焦,胴内下中",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
565,Organic Residue from Pottery,"土器付着物,焦,胴内下部",0,from pottery residue inside fabric? lower,,from pottery residue inside fabric? lower,
566,Organic Residue from Pottery,"土器付着物,焦,胴内中",0,from pottery residue inside fabric?,,from pottery residue inside fabric?,
567,Organic Residue from Pottery,"土器付着物,焦,胴内部外面",0,from pottery exterior residue inside fabric? outer neck,,from pottery exterior residue inside fabric? outer neck,
568,Organic Residue from Pottery,"土器付着物,焦,胴内面",0,from pottery interior residue inside fabric?,,from pottery interior residue inside fabric?,
569,Organic Residue from Pottery,"土器付着物,焦,胴外",0,from pottery residue outside,,from pottery residue outside,
570,Organic Residue from Pottery,"土器付着物,焦,胴外，胴内",0,from pottery residue inside fabric? outside,,from pottery residue inside fabric? outside,
571,Organic Residue from Pottery,"土器付着物,焦,胴外上",0,from pottery residue outside,,from pottery residue outside,
572,Organic Residue from Pottery,"土器付着物,焦,胴外下",0,from pottery residue outside,,from pottery residue outside,
573,Organic Residue from Pottery,"土器付着物,焦,胴部内",0,from pottery residue body,,from pottery residue body,
574,Organic Residue from Pottery,"土器付着物,焦,胴部内面",0,from pottery interior residue body,,from pottery interior residue body,
575,Organic Residue from Pottery,"土器付着物,焦,胴部内面中部",0,from pottery interior residue body,,from pottery interior residue body,
576,Organic Residue from Pottery,"土器付着物,焦,胴部外",0,from pottery residue body outer neck,,from pottery residue body outer neck,
577,Organic Residue from Pottery,"土器付着物,焦,脚底部内面",0,from pottery interior residue bottom,,from pottery interior residue bottom,
578,Organic Residue from Pottery,"土器付着物,焦,蓋内",0,from pottery residue,,from pottery residue,
579,Organic Residue from Pottery,"土器付着物,焦,頸内",0,from pottery residue,,from pottery residue,
580,Organic Residue from Pottery,"土器付着物,焦：米粒,胴内",0,grain from pottery residue inside fabric? rice (Oryza sativa),rice (Oryza sativa),grain from pottery residue inside fabric?,
581,Organic Residue from Pottery,"土器付着物,焦：米粒痕,胴内",0,grain from pottery residue inside fabric? rice (Oryza sativa),rice (Oryza sativa),grain from pottery residue inside fabric?,
582,Organic Residue from Pottery,"土器付着物,焦（アスファルト？）,胴内",0,from pottery residue inside fabric? bitumen?,,from pottery residue inside fabric? bitumen?,
583,Organic Residue from Pottery,"土器付着物,焦（アワ状）,胴内",0,from pottery residue inside fabric? millet-shape foxtail millet (Setaria italica),foxtail millet (Setaria italica),from pottery residue inside fabric? millet-shape,"The transtlation is ""millet-like"" or ""millet-shape"" so it might be this refers to rounded charcoal, actual millet grains or round seeds"
584,Organic Residue from Pottery,"土器付着物,煮焦げ,坏部内面",0,from pottery interior residue,,from pottery interior residue,
585,Organic Residue from Pottery,"土器付着物,煮焦げ,底部内面",0,from pottery interior residue bottom,,from pottery interior residue bottom,
586,Organic Residue from Pottery,"土器付着物,煮焦げ,胴内面",0,from pottery interior residue inside fabric?,,from pottery interior residue inside fabric?,
587,Organic Residue from Pottery,"土器付着物,煮焦げ,胴部内面（胴下位内面）",0,from pottery interior residue body lower,,from pottery interior residue body lower,
588,Organic Residue from Pottery,"土器付着物,煮焦げ,脚部内面",0,from pottery interior residue,,from pottery interior residue,
589,Organic Residue from Pottery,"土器付着物,煤,",0,from pottery soot residue,,from pottery soot residue,
590,Organic Residue from Pottery,"土器付着物,煤,口～胴外面",0,from pottery soot exterior residue outside,,from pottery soot exterior residue outside,
591,Organic Residue from Pottery,"土器付着物,煤,口内",0,from pottery soot residue inside rim,,from pottery soot residue inside rim,
592,Organic Residue from Pottery,"土器付着物,煤,口外",0,from pottery soot residue outside rim,,from pottery soot residue outside rim,
593,Organic Residue from Pottery,"土器付着物,煤,口縁内",0,from pottery soot rim residue inside of,,from pottery soot rim residue inside of,
594,Organic Residue from Pottery,"土器付着物,煤,口縁内面",0,from pottery soot rim interior residue inside of,,from pottery soot rim interior residue inside of,
595,Organic Residue from Pottery,"土器付着物,煤,口縁外",0,from pottery soot rim outside edge residue,,from pottery soot rim outside edge residue,
596,Organic Residue from Pottery,"土器付着物,煤,口縁外・胴外",0,from pottery soot rim outside edge residue outside,,from pottery soot rim outside edge residue outside,
597,Organic Residue from Pottery,"土器付着物,煤,口縁外・胴外上",0,from pottery soot rim outside edge residue outside,,from pottery soot rim outside edge residue outside,
598,Organic Residue from Pottery,"土器付着物,煤,口縁外・胴外下",0,from pottery soot rim outside edge residue outside,,from pottery soot rim outside edge residue outside,
599,Organic Residue from Pottery,"土器付着物,煤,口縁外，胴内",0,from pottery soot rim outside edge residue inside fabric?,,from pottery soot rim outside edge residue inside fabric?,
600,Organic Residue from Pottery,"土器付着物,煤,口縁外面",0,from pottery soot rim exterior outside edge residue,,from pottery soot rim exterior outside edge residue,
601,Organic Residue from Pottery,"土器付着物,煤,口縁部・外面",0,from pottery soot rim exterior residue,,from pottery soot rim exterior residue,
602,Organic Residue from Pottery,"土器付着物,煤,口縁部～胴部上位・外面",0,from pottery soot rim exterior residue body upper,,from pottery soot rim exterior residue body upper,
603,Organic Residue from Pottery,"土器付着物,煤,口縁部外面",0,from pottery soot rim exterior residue outer neck,,from pottery soot rim exterior residue outer neck,
604,Organic Residue from Pottery,"土器付着物,煤，吹,口縁外・胴外",0,from pottery soot rim outside edge residue outside,,from pottery soot rim outside edge residue outside,
605,Organic Residue from Pottery,"土器付着物,煤，吹,口縁外,胴外中",0,from pottery soot rim outside edge residue outside,,from pottery soot rim outside edge residue outside,
606,Organic Residue from Pottery,"土器付着物,煤,坏",0,from pottery soot residue,,from pottery soot residue,
607,Organic Residue from Pottery,"土器付着物,煤,屈曲部外面",0,from pottery soot exterior residue outer neck,,from pottery soot exterior residue outer neck,
608,Organic Residue from Pottery,"土器付着物,煤,底部下位・外面",0,from pottery soot exterior residue bottom lower,,from pottery soot exterior residue bottom lower,
609,Organic Residue from Pottery,"土器付着物,煤,底部内面",0,from pottery soot interior residue bottom,,from pottery soot interior residue bottom,
610,Organic Residue from Pottery,"土器付着物,煤,底部外面",0,from pottery soot exterior residue bottom outer neck,,from pottery soot exterior residue bottom outer neck,
611,Organic Residue from Pottery,"土器付着物,煤,胴上位・外面",0,from pottery soot exterior residue upper,,from pottery soot exterior residue upper,
612,Organic Residue from Pottery,"土器付着物,煤,胴下半外面",0,from pottery soot exterior residue,,from pottery soot exterior residue,
613,Organic Residue from Pottery,"土器付着物,煤,胴下部外面",0,from pottery soot exterior residue lower outer neck,,from pottery soot exterior residue lower outer neck,
614,Organic Residue from Pottery,"土器付着物,煤,胴内上",0,from pottery soot residue inside fabric?,,from pottery soot residue inside fabric?,
615,Organic Residue from Pottery,"土器付着物,煤,胴外",0,from pottery soot residue outside,,from pottery soot residue outside,
616,Organic Residue from Pottery,"土器付着物,煤,胴外，底部外面",0,from pottery soot exterior residue outside bottom outer neck,,from pottery soot exterior residue outside bottom outer neck,
617,Organic Residue from Pottery,"土器付着物,煤,胴外（頸）",0,from pottery soot residue outside,,from pottery soot residue outside,
618,Organic Residue from Pottery,"土器付着物,煤,胴外上",0,from pottery soot residue outside,,from pottery soot residue outside,
619,Organic Residue from Pottery,"土器付着物,煤,胴外下",0,from pottery soot residue outside,,from pottery soot residue outside,
620,Organic Residue from Pottery,"土器付着物,煤,胴外中",0,from pottery soot residue outside,,from pottery soot residue outside,
621,Organic Residue from Pottery,"土器付着物,煤,胴外中上",0,from pottery soot residue outside,,from pottery soot residue outside,
622,Organic Residue from Pottery,"土器付着物,煤,胴外面",0,from pottery soot exterior residue outside,,from pottery soot exterior residue outside,
623,Organic Residue from Pottery,"土器付着物,煤,胴部上位〜中位・外面",0,from pottery soot exterior residue body upper,,from pottery soot exterior residue body upper,
624,Organic Residue from Pottery,"土器付着物,煤,胴部上位・外面",0,from pottery soot exterior residue body upper,,from pottery soot exterior residue body upper,
625,Organic Residue from Pottery,"土器付着物,煤,胴部上位外面",0,from pottery soot exterior residue body upper,,from pottery soot exterior residue body upper,
626,Organic Residue from Pottery,"土器付着物,煤,胴部上位外面（胴上外）",0,from pottery soot exterior residue body upper,,from pottery soot exterior residue body upper,
627,Organic Residue from Pottery,"土器付着物,煤,胴部下位・外面",0,from pottery soot exterior residue body lower,,from pottery soot exterior residue body lower,
628,Organic Residue from Pottery,"土器付着物,煤,胴部下位外面",0,from pottery soot exterior residue body lower,,from pottery soot exterior residue body lower,
629,Organic Residue from Pottery,"土器付着物,煤,胴部中位・外面",0,from pottery soot exterior residue body,,from pottery soot exterior residue body,
630,Organic Residue from Pottery,"土器付着物,煤,胴部中位外面",0,from pottery soot exterior residue body,,from pottery soot exterior residue body,
631,Organic Residue from Pottery,"土器付着物,煤,胴部内面",0,from pottery soot interior residue body,,from pottery soot interior residue body,
632,Organic Residue from Pottery,"土器付着物,煤,胴部最大径・外面",0,from pottery soot exterior residue body,,from pottery soot exterior residue body,
633,Organic Residue from Pottery,"土器付着物,煤,胴部外",0,from pottery soot residue body outer neck,,from pottery soot residue body outer neck,
634,Organic Residue from Pottery,"土器付着物,煤,胴部外面",0,from pottery soot exterior residue body outer neck,,from pottery soot exterior residue body outer neck,
635,Organic Residue from Pottery,"土器付着物,煤,胴部外面破片",0,from pottery soot exterior residue body outer neck,,from pottery soot exterior residue body outer neck,
636,Organic Residue from Pottery,"土器付着物,煤,胴部破片",0,from pottery soot residue body,,from pottery soot residue body,
637,Organic Residue from Pottery,"土器付着物,煤,胴部破片・外面",0,from pottery soot exterior residue body,,from pottery soot exterior residue body,
638,Organic Residue from Pottery,"土器付着物,煤,頚外",0,from pottery soot residue,,from pottery soot residue,
639,Organic Residue from Pottery,"土器付着物,煤,頚部外面",0,from pottery soot exterior residue outer neck,,from pottery soot exterior residue outer neck,
640,Organic Residue from Pottery,"土器付着物,煤,頸外",0,from pottery soot residue,,from pottery soot residue,
641,Organic Residue from Pottery,"土器付着物,煤,頸外面",0,from pottery soot exterior residue,,from pottery soot exterior residue,
642,Organic Residue from Pottery,"土器付着物,煤,頸部・外面",0,from pottery soot exterior residue,,from pottery soot exterior residue,
643,Organic Residue from Pottery,"土器付着物,煤,頸部外",0,from pottery soot residue outer neck,,from pottery soot residue outer neck,
644,Organic Residue from Pottery,"土器付着物,煤,頸部外面",0,from pottery soot exterior residue outer neck,,from pottery soot exterior residue outer neck,
645,Organic Residue from Pottery,"土器付着物,煤?,口縁内",0,from pottery soot rim residue inside of,,from pottery soot rim residue inside of,
646,Organic Residue from Pottery,"土器付着物,煤?,口縁外",0,from pottery soot rim outside edge residue,,from pottery soot rim outside edge residue,
647,Organic Residue from Pottery,"土器付着物,煤?,口縁外下",0,from pottery soot rim outside edge residue,,from pottery soot rim outside edge residue,
648,Organic Residue from Pottery,"土器付着物,煤?,胴外",0,from pottery soot residue outside,,from pottery soot residue outside,
649,Organic Residue from Pottery,"土器付着物,煤?,胴外上",0,from pottery soot residue outside,,from pottery soot residue outside,
650,Organic Residue from Pottery,"土器付着物,煤?,胴外下",0,from pottery soot residue outside,,from pottery soot residue outside,
651,Organic Residue from Pottery,"土器付着物,煤（アスファルト？）,胴外",0,from pottery soot residue outside bitumen?,,from pottery soot residue outside bitumen?,
652,Organic Residue from Pottery,"土器付着物,煤（漆？）,口縁外・胴外",0,from pottery soot rim outside edge residue outside,,from pottery soot rim outside edge residue outside,
653,Organic Residue from Pottery,"土器付着物,煤状,胴外",0,from pottery soot residue outside,,from pottery soot residue outside,
654,Organic Residue from Pottery,"土器付着物,煤状,胴部中位外面",0,from pottery soot exterior residue body,,from pottery soot exterior residue body,
655,Organic Residue from Pottery,"土器付着物,胎土食込炭化物,内面",0,carbonized from pottery material interior residue,,carbonized from pottery material interior residue,
656,Organic Residue from Pottery,"土器付着物,胴・内面",0,from pottery interior residue,,from pottery interior residue,
657,Organic Residue from Pottery,"土器付着物,胴上外",0,from pottery residue,,from pottery residue,
